연번,구분,세부구분,시설명,시설명영문명,데이터기준일자,주소,위도,경도,지오코딩상태,재시도방법
305,거리,이색거리,맥문동숲길,Maengmundong Forest Road,2025-09-22,광주 북구 문흥동 1014-3,35.18295928996892,126.91638535221192,success,
306,숙박,한옥스테이,오가헌,Ogaheon Hanok Hotel,2025-09-22,광주 동구 금남로4가 42,35.1516348396719,126.915736984522,success,
307,숙박,템플스테이,증심사 템플스테이,Temple Stay at Jeungsimsa Temple ,2025-09-22,광주 동구 운림동 56,35.12857735398967,126.96968900451077,success,
308,예술/문화,전통문화,증심사 템플스테이,Temple Stay at Jeungsimsa Temple ,2025-09-22,광주 동구 운림동 56,35.12857735398967,126.96968900451077,success,
309,예술/문화,박물관,비움박물관, Bium Museum,2025-09-22,광주 동구 대의동 2-1,35.1504228951734,126.920303600789,success,
310,체험/스포츠,스포츠/기타,광주기아챔피언스필드,Gwangju-Kia Champions Field ,2025-09-22,광주 북구 임동 316,35.16820922209541,126.88911206152956,success,
311,체험/스포츠,체험장,국립광주과학관,Gwangju National Science Museum,2025-09-22,광주 북구 오룡동 1-6,35.2298555988054,126.84992561562,success,
312,맛집,양식,어나더키친,Another Kitchen,2025-09-22,광주 광산구 수완동 954,35.1916169396833,126.823384922103,success,
313,맛집,양식,마리오셰프,Mario Chef,2025-09-22,광주 남구 양림동 367,35.13826835136384,126.91417067567731,success,
314,숙박,관광호텔·호스텔,오아시타호스텔,Oasita Hostel,2025-09-22,광주 동구 동명동 75-20,35.1503830016832,126.925606486516,success,
315,숙박,템플스테이,무각사 템플스테이,Temple Stay at Mugaksa Temple ,2025-09-22,광주 서구 쌍촌동 1268-1,35.15436281798,126.856715200618,success,
316,쇼핑,전통시장,대인시장,Daein Market ,2025-09-22,광주 동구 대인동 309-6,35.15389078347101,126.9168080043664,success,
318,예술/문화,박물관,분청사기전시실,Buncheong Ware Exhibition Hall,2025-09-22,광주 북구 금곡동 157,35.16775159934,126.998656443228,success,
319,자연,자연,승촌보 유채꽃밭,Seungchonbo Canola Flower(Yuchae) Garden,2025-09-22,,,,not_found,
320,예술/문화,박물관,오방 최흥종 기념관,Obang Choi Heung-jong Memorial Hall,2025-09-22,광주 남구 양림동 108-2,35.14024159071342,126.91312616261278,success,
321,예술/문화,박물관,한국미용박물관,Korea Beauty Museum,2025-09-22,광주 북구 중흥동 335-1,35.1723831534857,126.909396998121,success,
322,쇼핑,전통시장,1913 송정역시장,1913 Songjeong Station Market ,2025-09-22,광주 광산구 송정동 986-3,35.13616389018537,126.79176678104224,success,
323,체험/스포츠,공연장,광주공연마루,Gwangju Gongyeonmaru,2025-09-22,광주 서구 치평동 1163-2,35.1557368332684,126.83972107384292,success,
324,예술/문화,미술관,광주 미디어아트 플랫폼,Gwangju Media Art Platform,2025-09-22,광주 남구 구동 1,35.148432154929814,126.90928747303161,success,
325,맛집,한식,백년미가 유촌점,Baengnyeonmiga,2025-09-22,광주 서구 유촌동 145,35.165438744065305,126.85297915118645,success,
326,맛집,한식,영빈관,Yeongbingwan,2025-09-22,경북 상주시 화산동,36.4346835243264,128.160140427051,success,
327,체험/스포츠,공연장,광주남구문화예술회관,Gwangju Nam-gu Culture & Arts Center,2025-09-22,광주 남구 봉선동 1068,35.1221396457002,126.917189165671,success,
328,체험/스포츠,공연장,문예정터 극단 진달래피네,"Munyejeongteo Small Theater, Jindallaepine",2025-09-22,,,,not_found,
329,체험/스포츠,공연장,민들레소극장,Mindeulle Small Theater ,2025-09-22,광주 동구 동명동 200-12,35.1508715449908,126.92273511257,success,
330,맛집,한식,관가,Gwanga,2025-09-22,광주 동구 소태동 769-2,35.13087775255534,126.93892097661964,success,
331,맛집,한식,강촌,Gangchon,2025-09-22,강원특별자치도 춘천시 남산면 강촌리,37.8135804645867,127.624234195871,success,
332,거리,이색거리,운림동 미술관거리,Ullim-dong Art Gallery Street,2025-09-22,,,,not_found,
333,맛집,한식,이씨네푸줏간,Issine Pujutgan,2025-09-22,광주 서구 풍암동 1005-5,35.1240292973463,126.868656400423,success,
334,맛집,한식,뜨락,Tteurak,2025-09-22,서울 강남구 청담동 130-13,37.52443005554326,127.0555790411431,success,
335,맛집,한식,조선옥,Joseonok,2025-09-22,충남 홍성군 광천읍 상정리 593-1,36.5057126073823,126.612297725038,success,
336,맛집,한식,넓으실,Neolbeusil,2025-09-22,광주 북구 대촌동 536,35.2366072262713,126.854047222601,success,
337,맛집,한식,약수한방삼계탕,Yaksu Hanbang Samgyetang,2025-09-22,광주 북구 운암동 1059-8,35.1838458680237,126.870830675754,success,
338,예술/문화,미술관,드영미술관,De Young Art Museum,2025-09-22,광주 동구 운림동 330,35.134298581412985,126.95348192621191,success,
339,예술/문화,미술관,이이남 스튜디오,Leeleenam Studio,2025-09-22,광주 남구 양림동 228-11,35.139159728227646,126.91280909709633,success,
340,숙박,외국인도시민박업,호랑가시나무언덕 게스트하우스,Horanggasinamu Hill Guesthouse ,2025-09-22,광주 남구 양림동 226-25,35.138203872889704,126.91223953072259,success,
341,숙박,한옥스테이,서창전통한옥문화체험관,Seochang Hanok Experience Center,2025-09-22,,,,not_found,
342,코스관광,해설사관광,양림역사문화탐방,Yangnim-dong Trail,2025-09-22,,,,not_found,
343,체험/스포츠,체험장,IT스퀘어,IT Square,2025-09-22,광주 광산구 서봉동 37,35.1524965354272,126.767015653727,success,
344,체험/스포츠,스포츠/기타,광주광역시립 산수도서관,Gwangju City Sansu Library,2025-09-22,광주 동구 산수동 401-58,35.15438492872004,126.92841024175443,success,
345,체험/스포츠,스포츠/기타,광주광역시립 사직도서관,Gwangju City Sajik Library,2025-09-22,광주 남구 양림동 108-8,35.139521127541165,126.91400476610852,success,
346,체험/스포츠,스포츠/기타,광주광역시립 무등도서관,Gwangju City Mudeung Library,2025-09-22,광주 북구 우산동 213-4,35.1765366727578,126.925349934967,success,
347,숙박,캠핑장,패밀리랜드 카라반 캠핑장,Family Land Caravan Camping Site,2025-09-22,광주 북구 생용동 산 109-6,35.22567169164286,126.89655397286552,success,
348,체험/스포츠,스포츠/기타,광주실내수영장,Gwangju Indoor Swimming Pool,2025-09-22,경기 광주시 양벌동 38-1,37.3952351308363,127.2583204951777,success,
349,숙박,캠핑장,주노글램핑 인 광주,Juno Glamping in Gwangju,2025-09-22,광주 서구 치평동 886-3,35.1534510227943,126.83704550196,success,
350,체험/스포츠,스포츠/기타,광주패밀리랜드 눈썰매장,Gwangju Family Land Sled Zone ,2025-09-22,광주 북구 생용동 산 127-2,35.222049903694,126.894276078975,success,
351,체험/스포츠,스포츠/기타,슈퍼몽테마파크(아틀란티스 광주점),Super Mong Theme Park (Atlantis Gwangju),2025-09-22,대전 동구 낭월동 732,36.2767082847894,127.46581137563,success,korean_cleaned
352,체험/스포츠,체험장,금호평생교육관,Kumho Lifelong Education Center,2025-09-22,광주 남구 월산동 226-49,35.145162347549,126.900520894647,success,
353,체험/스포츠,공연장,광산구문화예술회관,Gwangsan-gu Culture & Arts Center,2025-09-22,광주 광산구 송정동 582-1,35.1406167795671,126.799345537279,success,
354,체험/스포츠,공연장,광산구청소년수련관,Gwangsan-gu Youth Training Center,2025-09-22,광주 광산구 쌍암동 653-1,35.2222498728623,126.845510833179,success,
355,체험/스포츠,공연장,광주학생교육문화회관,Gwangju Education and Culture Center for Students,2025-09-22,광주 서구 쌍촌동 1268,35.15590100790459,126.85865071828331,success,
356,예술/문화,전통문화,고싸움놀이 테마파크,Gossaum-nori Theme Park ,2025-09-22,광주 남구 칠석동 996,35.0694576257144,126.836642519024,success,
357,예술/문화,미술관,광주비엔날레전시관,Gwangju Biennale Pavilion ,2025-09-22,광주 북구 용봉동 산 149-2,35.18246869881473,126.8891256333192,success,
358,체험/스포츠,공연장,광주광역시청소년수련원,Gwangju Youth Training Center,2025-09-22,광주 서구 화정동 504-8,35.14172761437637,126.8678795999042,success,
359,체험/스포츠,공연장,광주시청 야외음악당,Gwangju City Hall Outdoor Music Hall,2025-09-22,광주 서구 치평동 1200,35.1594844721195,126.849392048148,success,
360,예술/문화,전통문화,광주광역시 동구문화원,Gwangju Dong-gu Cultural Center,2025-09-22,광주 동구 궁동 51-25,35.15008795804731,126.91815294599313,success,
361,예술/문화,전통문화,광주광산문화원,Gwangju Gwangsan Cultural Center,2025-09-22,광주 광산구 소촌동 528-14,35.1424809456911,126.79512719457,success,
362,예술/문화,전통문화,광주광역시 북구문화원,Gwangju Buk-gu Cultural Center,2025-09-22,광주 북구 중흥동 361-10,35.17285316393072,126.91365133717348,success,
363,역사/전통,5·18/광주학생운동,4·19민주혁명 역사관,April Revolution History Hall,2025-09-22,광주 동구 계림동 239-1,35.1586194808798,126.921094626657,success,
364,역사/전통,5·18/광주학생운동,4·19혁명기념관,April Revolution Memorial Hall,2025-09-22,광주 동구 계림동 562-6,35.1614076484311,126.918765040122,success,
365,예술/문화,전통문화,광주광역시 남구문화원,Gwangju Nam-gu Cultural Center ,2025-09-22,광주 남구 봉선동 1068,35.12207208308418,126.91724737841787,success,
366,예술/문화,전통문화,광주광역시 서구문화원,Gwangju Seo-gu Cultural Center,2025-09-22,광주 서구 양동 385-30,35.155200291130576,126.8966805697491,success,
367,역사/전통,5·18/광주학생운동,5·18민주화운동기록관,May 18 Democratic Archive,2025-09-22,광주 동구 금남로3가 3-5,35.1495669290272,126.91676741050753,success,
368,역사/전통,5·18/광주학생운동,전일빌딩245,Jeonil Building 245,2025-09-22,광주 동구 금남로1가 1-1,35.1483414999488,126.918716571687,success,
369,예술/문화,문화유산,취병조형유허비,Memorial Stone for Chwibyeong Jo Hyeong,2025-09-22,광주 광산구 비아동 689-3,35.2209017573034,126.817253993157,success,
370,예술/문화,선비문화,경장각,Gyeongjanggak,2025-09-22,광주 광산구 흑석동 206,35.1844037551399,126.805381810601,success,
371,역사/전통,사찰/기독교,양림동 선교사 묘지,Yangnim-dong Missionary Cemetery,2025-09-22,광주 남구 양림동 108,35.139643516844,126.911232859577,success,
372,맛집,한식,홍춘이,Hongchuni,2025-09-22,대구 남구 대명동 1583-8,35.8346242810498,128.556421527273,success,
373,맛집,한식,황톳길 ,Hwangtotgil,2025-09-22,충북 보은군 속리산면 사내리,36.5336351622728,127.826073885233,success,
374,맛집,한식,효정,Hyojeong,2025-09-22,광주 북구 운암동 377-22,35.1742493008394,126.875293994121,success,
375,맛집,양식,더셰프,The Chef,2025-09-22,광주 광산구 오선동 620,35.201895252277595,126.78861990462121,success,
376,맛집,한식,해남성내식당,Haenamseongnaesikdang,2025-09-22,광주 남구 봉선동 1098-3,35.1313195985109,126.903210481478,success,
377,맛집,한식,해남식당,Haenamsikdang,2025-09-22,광주 동구 호남동 32-15,35.1479799526719,126.912114905806,success,
378,체험/스포츠,체험장,5·18자유공원 역사체험,May 18 Jayu (Liberty) Park History Experience,2025-09-22,,,,not_found,
379,체험/스포츠,체험장,CCTV통합관제센터 VR 영상 체험,CCTV Control Center Children's Video Experience ,2025-09-22,,,,not_found,
380,체험/스포츠,체험장,무등산 수박마을,Mudeungsan Watermelon Village ,2025-09-22,광주 북구 금곡동,35.1702465616712,126.998911071055,success,
381,체험/스포츠,체험장,빛고을농촌테마공원,Bitgoeul Farm Theme Park ,2025-09-22,광주 남구 양과동 1237-5,35.08449050877782,126.8675344296771,success,
382,체험/스포츠,체험장,시청 어린이 안전체험관,City Hall Safety Experience Hall for Children ,2025-09-22,,,,not_found,
383,체험/스포츠,체험장,시청자미디어센터,Viewer Media Center,2025-09-22,충북 청주시 청원구 내덕동 201-1,36.6560978386068,127.490968390071,success,
384,체험/스포츠,체험장,영산강 문화관,Yeongsangang Cultural Center,2025-09-22,광주 남구 승촌동 575,35.066035149143765,126.7611025238165,success,
385,체험/스포츠,스포츠/기타,광주 송정도서관,Songjeong Library ,2025-09-22,광주 광산구 소촌동 산 4-1,35.14492600502017,126.7997826877133,success,
386,체험/스포츠,스포츠/기타,푸른마을 공동체센터, Pureun Village Community Center,2025-09-22,광주 동구 산수동 363-4,35.1529826937642,126.925880684822,success,
387,맛집,한식,"다르다김밥,주먹밥",Dareuda Gimbap Jumeokbap,2025-09-22,광주 서구 치평동 1184,35.15501370757337,126.84792963145628,success,
388,맛집,한식,다미정,Damijeong,2025-09-22,광주 서구 풍암동 1153-14,35.12847371264803,126.88532373453093,success,
389,숙박,외국인도시민박업,조아 게스트 하우스,Joa Guesthouse,2025-09-22,광주 광산구 도산동 1052-1,35.13223529489637,126.79097473160618,success,
390,숙박,캠핑장,광산구 국민여가친환경 오토캠핑장,Gwangsan-gu Eco-friendly Auto Camping Site for Public Leisure ,2025-09-22,광주 광산구 지산동 533-2,35.195313249525,126.730360443914,success,
391,자연,자연,너릿재 옛길,Neoritjae Old Road,2025-09-22,광주 동구 선교동,35.08370665759011,126.95351066549621,success,
392,자연,자연,뒹굴동굴,Dwinggul Cave,2025-09-22,광주 남구 사동 177-38,35.1428192549406,126.915346638436,success,
393,쇼핑,전통시장,양동시장,Yangdong Market,2025-09-22,광주 서구 양동 5-101,35.1545376720738,126.901960377722,success,
394,체험/스포츠,유원지,상무시민공원 에너지파크,Sangmu Citizens' Park Energy Park,2025-09-22,광주 서구 치평동 1163-2,35.1557466863102,126.841042461833,success,
395,거리,이색거리,박뫼마을,Bangmoe Village,2025-09-22,광주 광산구 박호동,35.1690195823273,126.743504296406,success,
396,거리,이색거리,송정꼬브랑 동화마을,Songjeong Kkoburang Donghwa Village,2025-09-22,광주 광산구 송정동 871-5,35.1359046535405,126.794084826865,success,
397,거리,이색거리,양림펭귄마을 BTS제이홉 벽화,Yangnim Penguin Village BTS J-Hope Mural,2025-09-22,,,,not_found,
398,공원,도시근린공원,상무시민공원,Sangmu Citizens' Park,2025-09-22,광주 서구 치평동 1162,35.1535282711007,126.840912883539,success,
399,공원,도시근린공원,전평제 근린공원,Jeonpyeongje Neighborhood Park,2025-09-22,광주 서구 매월동 519-1,35.115465170124,126.84907818547,success,
400,거리,이색거리,양림동 호랑가시나무길,Yangnim-dong Horanggasinamu-gil,2025-09-22,,,,not_found,
401,공원,도시근린공원,너릿재공원,Neoritjae Park,2025-09-22,광주 동구 선교동,35.0803537232799,126.953946783636,success,
402,공원,도시근린공원,푸른길분수공원,Pureungil Bunsu Park,2025-09-22,광주 동구 산수동,35.1534197346033,126.92717092998,success,
403,자연,자연,운천저수지,Uncheon Reservoir,2025-09-22,광주 서구 쌍촌동 869-9,35.14809509172891,126.85472231359499,success,
404,거리,이색거리,양림동 펭귄마을공예거리,Yangnim-dong Penguin Village Craft Street,2025-09-22,광주 남구 양림동 44-1,35.13995545503056,126.9163964308105,success,
405,맛집,한식,대광식당,Daegwangsikdang,2025-09-22,광주 서구 마륵동 172-4,35.14403640595194,126.83913607916692,success,
406,맛집,한식,돌담게장백반,Doldam Gejangbaekban,2025-09-22,광주 북구 금곡동 275-3,35.16997255050951,126.99912183444201,success,
407,맛집,한식,미소랑 ,Misorang,2025-09-22,충북 청주시 흥덕구 강서동 466,36.625160351292685,127.42736062716982,success,
408,맛집,한식,민들레,Mindeulle,2025-09-22,충북 충주시 동량면 화암리 496,36.99267799410767,128.01691492223634,success,
409,맛집,한식,별채 ,Byeolchae,2025-09-22,부산 부산진구 부전동 261-9,35.1589074862313,129.058418915562,success,
410,맛집,한식,복순이네,Boksunine,2025-09-22,광주 동구 학동 56-7,35.13993528924723,126.92127835332437,success,
411,맛집,한식,서울곱창,Seoul Gopchang,2025-09-22,광주 광산구 송정동 820-5,35.1387660650508,126.796510303651,success,
412,맛집,한식,서울장수국수,Seoul Jangsuguksu,2025-09-22,광주 광산구 송정동 971-8,35.13539699485848,126.79133751829899,success,
413,맛집,한식,석암돌솥밥,Seogamdolsotbap,2025-09-22,광주 북구 문흥동 957-9,35.187180382113446,126.92046535762633,success,
414,맛집,한식,성내식당,Seongnaesikdang,2025-09-22,서울 강동구 성내동 441-1,37.5227943595689,127.133653733143,success,
415,맛집,한식,맘스쿡,Mom's Cook,2025-09-22,경기 광주시 역동 364,37.40400370843071,127.25296764082037,success,
416,맛집,한식,매월 흑염소가든,Maewol Heugyeomso Garden ,2025-09-22,광주 서구 매월동 480-1,35.1133810924987,126.848981109296,success,
417,맛집,한식,명화식육식당,Myeonghwasigyuksikdang,2025-09-22,광주 광산구 명화동 225-1,35.12295221720541,126.7223129430302,success,
418,맛집,한식,송하회관,Songhahoegwan,2025-09-22,광주 동구 불로동 146,35.1448532049868,126.916033680264,success,
419,맛집,한식,수궁 ,Sugung,2025-09-22,서울 구로구 궁동 54-2,37.5015172514033,126.828100364657,success,
420,맛집,한식,쌍학 ,Ssanghak ,2025-09-22,광주 동구 수기동 59,35.149497671180015,126.91187622883324,success,
421,맛집,한식,아리랑하우스,Arirang House,2025-09-22,전북특별자치도 전주시 덕진구 인후동1가 939-7,35.8236070940151,127.165494947545,success,
422,맛집,한식,양산대박 상추튀김,Yangsandaebak Sangchutwigim,2025-09-22,광주 북구 양산동 850,35.2104611011925,126.877848091755,success,
423,맛집,한식,여간 좋은날,Yeogan Joeunnal,2025-09-22,광주 서구 풍암동 423-2,35.131850898544045,126.87951923075589,success,
424,맛집,한식,예지원,Yejiwon,2025-09-22,경기 동두천시 생연동 30-6,37.8940369746607,127.07449405426,success,
